CID,sample,row_index,region,zHD,MU,MUERR,PROBIA,HOST_RA,HOST_DEC,HOST_LOGMASS,clipped,cluster_targeted,cluster_tier_ok,kappa_raw,kappa_ext,kappa_gal_ext,kappa_cl_ext,gamma,dmu_pred,zbin,rand_mean,rand_sig,n_rand_ok,area_frac,area_flag,frac_nir,hr
01259412,DES3_Deep,304,5,0.3047569362099627,40.943376344356516,0.1069015410914468,1.0,36.345383,-5.3241,10.51,False,False,True,0.0010145480140777185,-0.0018315542751504135,-0.0011235340851827457,-0.0007080201899676675,0.0029351453984180383,0.004032974857859115,0.32500000000000007,0.002846102289228132,0.0018627540470647773,492,1.0,False,0.8994881340158213,0.0077820566098349584
01261579,DES3_Deep,305,5,0.3222363655489997,40.90156626221724,0.1052809724828197,1.0,36.119595,-4.967311,11.16,False,False,True,0.0008975418950543975,-0.002282643215474769,-0.0014030267881320257,-0.0008796164273427444,0.001811836128742262,0.005029697197986029,0.32500000000000007,0.003180185110529167,0.0020588047568965043,492,1.0,False,0.9205094422485727,-0.17282709464114168
01279500,DES3_Deep,308,5,0.2350194361957722,40.364168930215854,0.1056925997688436,1.0,36.925739,-4.314926,9.7,False,False,True,0.0010290089860270331,-0.000659814559970274,-0.0001839241492651389,-0.00047589041070513513,0.0017580870193449726,0.0014545244448751437,0.22500000000000003,0.0016888235459973071,0.0011343645073208935,492,1.0,False,0.9629629629629629,0.06876498762526732
01283878,DES3_Deep,309,5,0.3134602474822006,41.059487063033224,0.1431219626615856,1.0,37.133164,-4.041299,11.41,False,False,True,0.0038438462949847863,0.0008313983700901232,-0.0010082835494643009,0.0018396819195544236,0.005524714338633711,-0.0017842761409265565,0.32500000000000007,0.003012447924894663,0.0019603710984978026,492,1.0,False,0.4583145561063542,0.053886523135753
01286398,DES3_Deep,311,5,0.1502881217404008,39.415204991128576,0.1131399973107106,1.0,36.813191,-5.119083,10.36,False,False,True,0.0024403925577301602,0.0017413358586140504,-0.00035047367849215587,0.0020918095371062063,0.004012524620832446,-0.003795061940461158,0.17500000000000004,0.0006990566991161098,0.0005321087498895928,492,1.0,False,0.9532030895047705,0.22712882937187454
01294743,DES3_Deep,314,5,0.3125423401984679,41.05984802332471,0.1188800208868829,1.0,36.102535,-4.674933,10.26,False,False,True,0.006740871042871043,0.003745967000507907,0.005084853294998604,-0.0013388862944906973,0.008832946240264062,-0.008185875112581524,0.32500000000000007,0.0029949040423631365,0.0019500757752898756,492,1.0,False,0.971535230984601,0.061545322678413686
01295305,DES3_Deep,315,5,0.6117023390051224,42.775041860896685,0.1366232675040247,1.0,36.243351,-4.250854,8.71,False,False,True,0.004143169705635243,-0.004997727664030107,-0.0025061832375796404,-0.0024915444264504674,0.008931738996919427,0.011186141696898433,0.6250000000000002,0.00914089736966535,0.0060616292154797085,492,1.0,False,0.976078431372549,0.07263267844765284
01297026,DES3_Deep,316,5,0.2584827371979723,40.57203460743472,0.109431654491242,1.0,35.820992,-5.182148,10.61,False,False,True,0.0003285972210790079,-0.001705619669785372,-0.0009000477218566887,-0.000805571947928683,0.0023822349664441426,0.0037382918058318443,0.275,0.00203421689086438,0.0013659620440705956,492,1.0,False,0.9969984992496248,0.045168423027153015
01301933,DES3_Deep,319,5,0.3299417482552194,41.23044488477161,0.1038555931777684,1.0,36.663719,-4.970757,10.01,False,False,True,0.004042075558342044,0.0007047048830249266,0.0017420649191331769,-0.0010373600361082507,0.0072942551938057175,-0.001523847175024122,0.32500000000000007,0.003337370675317117,0.002174488155811466,492,1.0,False,0.9570747217806042,0.0970675528458937
01302523,DES3_Deep,321,5,0.4238574411490947,41.73696962115468,0.1164448867677114,1.0,36.317585,-4.659808,10.5,False,False,True,0.012294287618359214,0.006999876972891928,0.003478383519696293,0.0035214934531956348,0.015076227451305727,-0.015440753718089995,0.42500000000000016,0.005294410645467286,0.0036438041530977797,492,1.0,False,0.9317548746518106,-0.01744460958201152
